,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Network Segment,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Source Network,Destination Network,Source IP Continent,Source IP Country,Destination IP Continent,Destination IP Country
51,2022-01-24 04:50:03,138.185.224.253,178.73.142.162,60497,38190,ICMP,332,Control,HTTP,Fuga consequuntur laudantium quo inventore dolor sit. Ipsa pariatur nemo quas saepe sunt perspiciatis. Quas atque ullam maiores eaque.,IoC Detected,83.38,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),Segment A,,Log Data,Alert Data,Firewall,,178.73.128.0/18,,,Europe,France
52,2022-01-24 13:32:17,54.110.38.158,217.172.136.195,35615,16800,TCP,750,Data,HTTP,"Cumque quibusdam excepturi aliquid minima neque cupiditate consectetur.
Rerum atque totam alias ullam enim.",IoC Detected,22.27,,DDoS,Known Pattern A,Logged,Low,Opera/9.49.(Windows CE; om-ET) Presto/2.9.164 Version/11.00,Segment A,,Log Data,,Server,,217.172.128.0/20,,,Europe,United Kingdom
53,2022-01-26 14:41:18,220.29.202.61,78.192.240.32,28479,3465,TCP,654,Data,FTP,"Sit minus ut ipsum.
Hic nam aut dicta nihil occaecati. Eligendi aliquid dolor adipisci dolores.",IoC Detected,68.42,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment C,,Log Data,Alert Data,Firewall,220.0.0.0/10,78.192.0.0/10,Asia,Japan,Europe,France
54,2022-01-27 01:02:55,188.138.153.240,96.42.226.23,41150,41993,UDP,780,Data,FTP,Nisi nobis recusandae sit eos itaque maiores. Repellat pariatur magnam maxime eaque. Eaque assumenda quae occaecati laudantium voluptate ab in.,,35.38,,Intrusion,Known Pattern A,Blocked,Low,Opera/8.11.(Windows NT 5.0; hsb-DE) Presto/2.9.185 Version/12.00,Segment A,,Log Data,,Server,188.138.128.0/17,,Europe,Republic of Moldova,,
55,2022-01-27 17:03:47,24.38.234.248,176.96.209.138,28428,42011,TCP,324,Data,HTTP,Architecto quia saepe exercitationem occaecati eveniet doloribus saepe. Tempora laborum cumque quo id cumque necessitatibus. Commodi molestias atque expedita nihil itaque.,,24.52,Alert Triggered,DDoS,Known Pattern B,Logged,High,Opera/8.78.(Windows 98; Win 9x 4.90; fa-IR) Presto/2.9.183 Version/12.00,Segment C,,Log Data,Alert Data,Server,,176.96.192.0/19,,,Europe,Ukraine
56,2022-01-28 00:57:17,62.102.235.251,199.245.122.210,34025,40287,UDP,945,Data,FTP,"Doloremque quos magnam molestias. Voluptatibus quaerat aut debitis. Sit culpa perferendis deserunt quas.
Adipisci quis magni similique. Pariatur architecto eius id delectus quas eaque.",,46.46,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Opera/8.58.(Windows CE; cs-CZ) Presto/2.9.167 Version/12.00,Segment B,,,,Server,62.102.224.0/19,,Europe,France,,
57,2022-01-28 17:16:06,168.170.166.0,123.62.63.173,59006,65358,UDP,1009,Data,FTP,"Fugiat ut placeat veniam nihil dignissimos nostrum. Sed in labore error repudiandae nisi.
Distinctio quisquam architecto ut. Ut architecto exercitationem.",,44.95,,Intrusion,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ko-KR) AppleWebKit/533.30.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.30.5",Segment B,216.118.50.89,Log Data,,Server,,123.62.0.0/16,,,Asia,China
58,2022-01-28 22:47:48,115.49.96.116,92.97.245.99,34288,40621,ICMP,1414,Data,DNS,"Repellat in aperiam minus. Iusto beatae ipsam.
Iusto fugit modi modi fugit fuga. Voluptate accusamus quod modi maxime.",,98.74,Alert Triggered,Malware,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),Segment A,84.113.107.230,Log Data,Alert Data,Firewall,115.48.0.0/12,92.96.0.0/14,Asia,China,Asia,United Arab Emirates
59,2022-01-29 02:17:05,221.55.166.202,2.104.160.217,58005,1802,TCP,1432,Data,FTP,"Numquam doloribus mollitia iusto. Nostrum quia earum assumenda. Officia hic culpa ipsum odio officiis aut. Excepturi suscipit excepturi illum.
Hic provident quia non cupiditate placeat porro veniam.",IoC Detected,74.39,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment A,40.73.128.75,Log Data,,Firewall,221.32.0.0/11,2.104.0.0/13,Asia,Japan,Europe,Denmark
60,2022-01-29 07:37:00,110.151.217.130,126.210.252.11,8996,46233,TCP,1209,Data,DNS,"Voluptatem quas vel culpa dicta. Laborum earum fugit repellat. Porro qui magni quo.
Qui laboriosam quo praesentium est molestiae incidunt. Possimus numquam tenetur aliquam aliquid aut.",,3.03,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Opera/8.93.(X11; Linux i686; bn-BD) Presto/2.9.188 Version/10.00,Segment C,,,Alert Data,Server,110.144.0.0/13,126.0.0.0/8,Oceania,Australia,Asia,Japan
61,2022-01-29 19:30:17,111.247.35.61,158.104.65.107,15421,5965,TCP,551,Data,FTP,"Vitae delectus consectetur at. Earum esse ipsum tenetur eius reiciendis sunt.
Culpa quasi dolorem praesentium sunt sed.",,2.97,,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (Android 3.0; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment B,,,,Server,111.240.0.0/12,,Asia,Taiwan,,
62,2022-01-30 10:37:33,150.11.214.235,2.70.246.181,54828,7522,UDP,657,Control,DNS,Quas vitae consequatur molestiae impedit expedita libero aliquam. Eligendi laborum ea nesciunt. Autem quisquam non quisquam accusamus.,IoC Detected,53.47,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/17.4r6753.0 Mobile/98D031 Safari/535.2",Segment A,,Log Data,Alert Data,Server,150.8.0.0/13,2.64.0.0/13,Asia,Japan,Europe,Sweden
63,2022-01-30 12:42:56,14.234.197.104,141.97.142.146,34939,45506,ICMP,1097,Data,FTP,Laboriosam iure hic dolore recusandae quod. Nesciunt voluptates autem eveniet nostrum. Quasi quo sapiente qui ipsam.,,16.44,,Intrusion,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.0),Segment C,,Log Data,Alert Data,Firewall,14.224.0.0/11,141.97.0.0/16,Asia,Vietnam,Europe,United Kingdom
64,2022-01-31 10:34:38,158.237.129.207,201.81.35.255,43038,49139,ICMP,1269,Data,DNS,Quae mollitia suscipit assumenda delectus praesentium. Ad aspernatur suscipit perferendis voluptatum voluptates cum. Debitis minus nisi dolores enim.,,31.02,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.1 Safari/534.50.2",Segment C,,,Alert Data,Firewall,,201.80.0.0/12,,,South America,Brazil
65,2022-01-31 12:07:12,98.66.228.176,53.13.116.243,53577,44874,TCP,1382,Control,HTTP,"Placeat quae sed non dignissimos. Veniam molestiae libero nemo. Tempore illum dolore qui fugiat magni architecto ipsa.
Tempora debitis quo magnam. Necessitatibus harum corporis quis.",,21.34,,DDoS,Known Pattern A,Ignored,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),Segment C,,Log Data,,Firewall,,53.0.0.0/10,,,Europe,Germany
66,2022-01-31 23:32:20,47.175.15.119,191.57.45.8,23207,19236,UDP,141,Control,HTTP,Animi iure est nemo magni quos ratione. Tenetur tempore distinctio quam odio at quod.,,26.38,Alert Triggered,Malware,Known Pattern A,Ignored,High,Opera/8.14.(X11; Linux i686; mg-MG) Presto/2.9.189 Version/12.00,Segment C,194.60.149.205,,Alert Data,Firewall,,191.0.0.0/10,,,South America,Brazil
67,2022-02-01 01:34:30,31.22.104.115,187.13.79.72,31091,46455,UDP,786,Control,DNS,"Non corporis eveniet libero. Atque tempora voluptatibus dignissimos omnis ipsa.
Impedit quam architecto sed neque numquam enim rerum. Earum reiciendis facilis debitis. Itaque quidem ex quasi fugit.",,3.02,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Opera/9.24.(Windows 98; ca-ES) Presto/2.9.174 Version/12.00,Segment A,,Log Data,Alert Data,Server,31.22.104.0/22,187.0.0.0/11,Europe,United Kingdom,South America,Brazil
68,2022-02-01 15:17:02,113.124.10.219,46.74.68.148,43410,6596,ICMP,943,Data,DNS,Minus aliquid assumenda praesentium aliquam eveniet molestiae. Labore laboriosam sunt sint.,,88.39,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Opera/9.30.(Windows 98; dz-BT) Presto/2.9.190 Version/10.00,Segment B,,Log Data,Alert Data,Firewall,113.64.0.0/10,46.74.0.0/15,Asia,China,Europe,Austria
69,2022-02-01 18:41:40,123.184.212.187,182.6.160.162,63445,56800,ICMP,734,Control,DNS,Quasi expedita exercitationem atque sit explicabo. Temporibus soluta sequi minima magnam quasi dicta cupiditate. Maxime dicta hic.,,9.77,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Opera/8.78.(Windows NT 4.0; tig-ER) Presto/2.9.184 Version/11.00,Segment C,,,,Firewall,123.184.0.0/13,182.0.0.0/12,Asia,China,Asia,Indonesia
70,2022-02-01 20:44:55,147.186.45.174,170.201.186.62,41942,43446,TCP,1500,Data,DNS,Illo vel vero sapiente consequatur laudantium fuga. Porro enim ipsum reiciendis maxime placeat.,IoC Detected,22.24,Alert Triggered,Malware,Known Pattern A,Logged,Low,Mozilla/5.0 (Windows 98; pa-PK; rv:1.9.2.20) Gecko/3607-08-21 02:13:45 Firefox/3.6.5,Segment C,147.42.49.248,Log Data,,Firewall,147.186.0.0/16,,Europe,Sweden,,
71,2022-02-02 19:32:44,59.224.184.179,133.202.77.188,23829,35309,ICMP,1495,Control,DNS,Blanditiis minima consequuntur. Quasi maiores inventore vero ea mollitia similique. Quo porro amet provident rerum.,IoC Detected,33.81,,Malware,Known Pattern B,Logged,Low,Opera/8.10.(Windows NT 5.0; nhn-MX) Presto/2.9.187 Version/12.00,Segment B,120.195.126.56,Log Data,,Firewall,59.192.0.0/10,133.0.0.0/8,Asia,China,Asia,Japan
72,2022-02-03 19:05:06,66.45.87.206,94.11.12.222,59033,21850,ICMP,308,Data,DNS,Quo sed deleniti consequuntur. Autem sint unde quaerat laborum voluptatem nemo quod. Enim aliquid sunt facere.,,70.4,Alert Triggered,Malware,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0 rv:2.0; se-NO) AppleWebKit/532.31.5 (KHTML, like Gecko) Version/5.0.1 Safari/532.31.5",Segment C,48.28.219.114,Log Data,,Server,,94.0.0.0/12,,,Europe,United Kingdom
73,2022-02-04 02:37:57,49.125.98.253,201.54.238.135,12582,48200,TCP,97,Control,DNS,Maxime saepe assumenda quibusdam numquam eaque. Dolorum provident porro suscipit.,,17.84,,DDoS,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; nl-NL) AppleWebKit/532.36.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.36.1",Segment A,,Log Data,Alert Data,Server,49.124.0.0/15,201.0.0.0/10,Asia,Malaysia,South America,Brazil
74,2022-02-04 04:01:50,37.84.114.194,203.57.161.105,54181,47345,UDP,1448,Control,DNS,"Neque quo perspiciatis maiores deserunt pariatur. Minus officia eum vitae pariatur laudantium expedita.
Impedit cum autem.",,23.59,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.5.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.5.7",Segment A,,Log Data,,Firewall,37.80.0.0/12,203.57.160.0/19,Europe,Germany,Oceania,Australia
75,2022-02-04 09:12:18,80.213.246.193,26.8.99.40,31719,3791,UDP,917,Data,DNS,"Ratione quaerat dolore exercitationem. Fugiat placeat officiis doloribus repellat. Quibusdam consequuntur voluptas atque quasi nostrum eveniet.
Nam a cumque quidem. Quidem illo commodi odit.",IoC Detected,34.59,,DDoS,Known Pattern B,Ignored,Low,Mozilla/5.0 (Android 6.0.1; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,,,Alert Data,Server,80.212.0.0/15,,Europe,Norway,,
76,2022-02-04 12:50:03,94.190.53.157,90.30.231.166,16349,5234,UDP,1010,Data,DNS,Eaque eaque totam sequi porro magnam. Culpa aut ullam iusto eaque perspiciatis necessitatibus.,IoC Detected,74.54,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.1j5388.0 Mobile/14N423 Safari/534.2",Segment C,,Log Data,,Firewall,94.190.0.0/17,90.30.0.0/16,Europe,Russia,Europe,France
77,2022-02-04 20:45:28,201.103.75.226,191.64.50.110,65379,14929,TCP,445,Control,FTP,Quibusdam dolorum minus odio dignissimos perferendis. Reprehenderit quo quae reiciendis eius recusandae. Beatae amet harum ipsum nihil aut tenetur.,,8.74,,DDoS,Known Pattern B,Logged,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.0),Segment A,61.239.50.227,,Alert Data,Server,,191.64.0.0/12,,,South America,Colombia
78,2022-02-05 04:29:18,181.116.2.65,42.208.221.154,60669,28284,ICMP,1095,Data,DNS,Cupiditate totam provident sint eius iure. Accusantium voluptatum perspiciatis eos excepturi.,,26.7,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; niu-NZ) AppleWebKit/535.16.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.16.1",Segment C,,,Alert Data,Firewall,181.116.0.0/15,42.208.0.0/12,South America,Argentina,Asia,China
79,2022-02-05 05:28:22,213.154.106.123,86.232.67.245,30589,1886,UDP,526,Control,FTP,Sit error commodi placeat. Aliquid natus quod asperiores veritatis reprehenderit nesciunt. Blanditiis rem eum vero et.,,25.39,Alert Triggered,Malware,Known Pattern A,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ia-FR) AppleWebKit/534.4.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.4.2",Segment A,,,,Server,213.154.96.0/19,86.192.0.0/10,Europe,Romania,Europe,France
80,2022-02-06 03:15:10,107.130.74.191,186.181.55.141,46676,50401,UDP,457,Data,FTP,"Placeat magnam at laboriosam. Odit harum iure.
Nesciunt totam suscipit voluptate nobis culpa nobis nostrum. Omnis aliquid vero numquam officiis porro est rerum.",,48.87,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (Windows 98) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/46.0.814.0 Safari/531.0",Segment C,,,Alert Data,Server,,186.180.0.0/15,,,South America,Colombia
81,2022-02-06 04:18:06,177.28.177.136,181.48.134.64,7917,4777,TCP,428,Data,FTP,"Deserunt id sunt labore quas aut aspernatur. Nam ut neque sunt minus recusandae reprehenderit. Adipisci voluptatem sint magni accusamus architecto.
Molestiae optio officiis similique dolore.",IoC Detected,93.58,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Opera/8.49.(Windows 98; Win 9x 4.90; ur-PK) Presto/2.9.179 Version/10.00,Segment A,,Log Data,,Server,177.0.0.0/10,181.48.0.0/12,South America,Brazil,South America,Colombia
82,2022-02-06 12:09:57,196.118.207.250,14.14.92.214,50329,11865,UDP,1291,Control,FTP,Nihil est tenetur aliquam esse molestias corporis laudantium. Aliquid earum at autem beatae voluptatum aperiam. Rem asperiores fuga beatae laudantium architecto illo.,IoC Detected,72.95,,DDoS,Known Pattern A,Logged,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9669-07-28 22:32:49 Firefox/3.8,Segment C,,Log Data,,Firewall,,14.8.0.0/13,,,Asia,Japan
83,2022-02-06 18:19:51,67.218.149.242,60.126.214.71,49999,37274,TCP,1020,Data,DNS,"Harum eaque quaerat pariatur molestias. Id quia unde sit mollitia sequi. Libero eos ipsum.
Maiores provident porro non sequi.",,5.0,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/60.0.803.0 Safari/532.2",Segment A,,,Alert Data,Firewall,,60.64.0.0/10,,,Asia,Japan
84,2022-02-07 14:08:48,51.70.69.118,192.53.48.202,47688,25362,UDP,886,Control,HTTP,"Deserunt adipisci voluptatum ducimus. Enim delectus placeat placeat.
Consequatur quibusdam cumque eaque ab. Deserunt ducimus dicta repellendus corrupti.",IoC Detected,31.81,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; an-ES) AppleWebKit/534.22.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.22.3",Segment B,,,Alert Data,Firewall,51.64.0.0/12,,Europe,United Kingdom,,
85,2022-02-07 17:09:02,210.59.153.194,128.240.125.171,62489,10243,ICMP,941,Control,DNS,Consequuntur quam est. Veniam exercitationem debitis veniam dolorem minus. Perferendis porro excepturi.,,16.23,,Malware,Known Pattern B,Blocked,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9084-09-23 11:34:22 Firefox/3.8,Segment B,213.132.123.196,Log Data,,Server,210.58.0.0/15,128.240.0.0/16,Asia,Taiwan,Europe,United Kingdom
86,2022-02-07 23:28:03,168.176.117.34,195.25.172.45,1145,47049,ICMP,582,Data,FTP,"Eos cum at voluptatibus unde earum quae. Ipsam quis qui totam maxime. Quaerat itaque ipsam vel nesciunt quae molestias.
Aspernatur explicabo minima nobis. Ipsam totam autem minima.",,36.24,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tk-TM) AppleWebKit/533.44.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.44.2",Segment C,218.147.117.102,,Alert Data,Server,168.176.0.0/16,195.25.0.0/16,South America,Colombia,Europe,France
87,2022-02-08 10:16:48,139.148.68.86,124.148.45.226,59378,45025,ICMP,1278,Data,DNS,Culpa fugit dicta quod et adipisci nam. Illum ratione vel sunt a. Vitae quas exercitationem ut enim dolorem.,,37.93,Alert Triggered,Malware,Known Pattern A,Ignored,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.42.4 (KHTML, like Gecko) Version/4.0 Safari/535.42.4",Segment C,42.243.159.73,Log Data,,Firewall,139.148.0.0/16,124.148.0.0/15,Asia,China,Oceania,Australia
88,2022-02-08 10:27:32,87.96.0.51,57.85.9.81,36969,7475,ICMP,1362,Data,FTP,Architecto beatae tenetur doloremque. Provident rerum doloremque debitis sint. Omnis rem et iure libero sunt.,IoC Detected,69.29,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),Segment A,,Log Data,Alert Data,Firewall,87.96.0.0/17,57.85.0.0/18,Europe,Poland,Europe,-
89,2022-02-08 22:37:54,77.11.249.172,36.148.73.156,50325,31769,ICMP,1024,Data,DNS,"Ea suscipit fuga impedit fuga cupiditate cum. Sunt accusantium repudiandae.
Est porro modi alias. Quas cumque reprehenderit repellat minus repellendus hic eveniet.",,54.0,Alert Triggered,DDoS,Known Pattern A,Logged,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.819.0 Safari/531.2",Segment B,144.167.220.154,,,Firewall,77.0.0.0/12,36.128.0.0/10,Europe,Germany,Asia,China
90,2022-02-09 11:52:09,74.97.163.58,36.192.223.214,59246,24932,ICMP,495,Data,FTP,Ullam quaerat maiores eius est harum. Consectetur libero itaque. Iure perspiciatis libero ab.,IoC Detected,63.39,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3; rv:1.9.2.20) Gecko/6714-07-14 15:34:53 Firefox/3.8,Segment A,30.59.176.162,Log Data,,Firewall,,36.192.0.0/11,,,Asia,China
91,2022-02-09 15:52:33,40.199.67.64,57.242.144.30,40771,13030,TCP,475,Control,HTTP,"Sequi distinctio vel numquam. Porro numquam eligendi fuga voluptatibus blanditiis.
Aliquid officia modi ad. Rerum sapiente veritatis optio laboriosam. Aperiam fuga unde ducimus debitis illo.",,76.03,Alert Triggered,Malware,Known Pattern A,Logged,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/43.0.860.0 Safari/533.1",Segment A,,,Alert Data,Server,,57.240.0.0/13,,,Europe,-
92,2022-02-09 17:24:00,114.190.178.194,177.15.76.124,18217,7462,ICMP,1050,Data,FTP,Velit voluptates esse illo tenetur sequi. Reiciendis nesciunt mollitia omnis distinctio.,,1.22,Alert Triggered,DDoS,Known Pattern A,Logged,High,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/60.0.847.0 Safari/532.1",Segment A,88.234.31.68,Log Data,Alert Data,Firewall,114.160.0.0/11,177.0.0.0/10,Asia,Japan,South America,Brazil
93,2022-02-10 06:19:49,193.189.58.87,160.81.52.167,51403,41924,ICMP,742,Control,FTP,"A incidunt saepe occaecati. Veritatis quam nulla eaque. Quod assumenda repellendus.
Consequatur reiciendis illo. Placeat commodi dolore voluptatibus quis impedit optio. Dolor consequatur fugit.",IoC Detected,22.81,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Opera/8.92.(X11; Linux i686; ast-ES) Presto/2.9.179 Version/11.00,Segment A,44.161.111.85,,,Server,193.189.0.0/18,,Africa,Nigeria,,
94,2022-02-10 08:43:22,72.140.242.42,186.168.169.18,49685,9551,UDP,74,Data,HTTP,"Esse eum veniam repellat dicta eveniet laborum.
Tenetur accusamus vero. Sed alias tempore. Quidem error beatae repellendus rerum sit sequi.",IoC Detected,58.53,,Intrusion,Known Pattern B,Logged,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),Segment A,,,Alert Data,Server,,186.168.0.0/14,,,South America,Colombia
95,2022-02-10 15:06:44,7.151.16.177,36.28.136.137,26621,36135,UDP,1368,Data,FTP,Unde corrupti aliquid ipsa quis deserunt incidunt. Sit temporibus earum occaecati aliquid esse. Optio numquam optio magni quas consectetur. A voluptas temporibus sunt soluta dolore.,IoC Detected,56.4,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2; rv:1.9.2.20) Gecko/5561-11-11 06:19:34 Firefox/3.8,Segment A,,,,Firewall,,36.16.0.0/12,,,Asia,China
96,2022-02-10 21:06:57,54.168.66.104,82.213.129.43,43569,20856,ICMP,1457,Data,DNS,Esse molestias sequi. Quod ut dolores distinctio adipisci harum. Mollitia corrupti asperiores harum placeat consequatur.,,96.66,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; st-ZA) AppleWebKit/531.13.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.13.4",Segment A,25.200.188.180,Log Data,Alert Data,Server,54.168.0.0/16,82.213.128.0/17,Asia,Japan,Europe,Spain
